;id;model;years;search;Price:;New Price Roadworthy:;Road Tax / 3 Months:;Body Type:;Transmission:;Drive Wheel :;Engine/motor Type:;Fuel Type:;Power:;Total Max. Power (kW):;Top Speed:;Acceleration 0-100 Km / H:;Practice Consumption Monitor:;Cylinders:;Valves Per Cylinder:;Engine Capacity:;Bore X Stroke:;Compression Ratio:;Urban Consumption:;Extra-urban Consumption:;Combined Consumption:;Co2 Emissions:;Energy Label:;Low Consumption:;Medium Consumption:;High Consumption:;Very High Consumption:;Front Suspension:;Rear Suspension:;Front Stabilizer:;1st Gear:;2nd Gear:;3rd Gear:;4th Gear:;5th Gear:;Curb Weight:;Max. Payload:;Max. Permissible Mass:;Max. Front Axle Mass:;Max. Rear Axle Mass:;Cargo Capacity:;Length Min./max.:;Width Min./max.:;Height:;Height Of Lift Threshold:;Length:;Width:;Wheelbase:;Front Track Width:;Distance Backrest / Pedals:;Front Headroom:;Front Backrest Length:;Front Seat Length:;Front Entry Height:;Crash Test Result:;ABS:;Brake Force Distribution:;Brake Assist:;Emergency Braking Assistance:;Central Door Locking:;Keyless Entry/start:;Start Button:;Control Circuit:;Electric Windows:;Height Adjustment Seat:;Lumbar Support Seat:;Electric Adjustment Seat:;Heated Seats:;Ventilated Seats:;Interval Wiper (s):;Alloy Wheels:;Sliding / Tilting Roof:;Panoramic Roof:;Roof Rails:;Service:;General Warranty:;Body Warranty:;New Price Tax:;New Price 2012:;New Price 2011:;New Price 2010:;New Price 2009:;New Price 2008:;Occasion Price 2012:;Occasion Price 2011:;Occasion Price 2010:;4 Years Depreciation:;Motor Vehicle Tax:;Insurance:;Fuel Costs:;Maintenance:;New Price 2007:;New Price 2006:;New Price 2005:;New Price 2004:;New Price 2014:;New Price 2013:;Occasion Price 2014:;Occasion Price 2013:;New Price 2015:;Occasion Price 2015:;New Price 2003:;New Price 2002:;New Price 2001:;New Price 1982:;New Price 1981:;New Price 1980:;New Price 1979:;New Price 1985:;New Price 1984:;New Price 1983:;New Price 1989:;New Price 1988:;New Price 1987:;New Price 1986:;New Price 1998:;New Price 1997:;New Price 2000:;New Price 1999:;New Price 2016:;Occasion Price 2016:;New Price 1996:;New Price 1995:;New Price 1994:;New Price 1993:;New Price 1992:;New Price 1991:;New Price 1990:;New Price 2017:;Occasion Price 2017:;Engine Type:;Max Power:;Max. Power KW:;Max. Power Hp:;Max Torque:;New Price 1978:;New Price 1977:;New Price 2020:;New Price 2019:;New Price 2018:;Occasion Price 2019:;Occasion Price 2018:;Net Price:;VAT:;BPM (fixed):;Power Consumption:;Battery Range:;Total Max. Power (hp):;Back Door Wxh:
2639;2639;Toyota Corolla 1.4 16v VVT-i Linea Terra 2003 Manual 4 doors specs;"2003 - 2004
4 doors, Sedan";;€ 17.990;n/a;€ 115 - € 128;4-doors, sedan;5 speed manual transmission;front;fuel engine;gasoline;71 kw (97 hp);71;185 km/h;12,0 s;n.b.;4, in line;4;1398 cc;79,0 x 71,3 mm;10,5 :1;8,4 l/100km;5,7 l/100km;;159 g/km;g;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,31:1;0,97:1;0,82:1;1110 kg;545 kg;1655 kg;- kg;- kg;437 l;;;1470 mm;;4385 mm;1710 mm;2600 mm;1490 mm;;;;;;****;yes;yes;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;€ 330;15.000 km / 1 year;3 year, unlimited;12 year;€ 17.990;;;;;;;;;€ 210;€ 38;€ 43;€ 171;€ 47;;;;€ 17.990;;;;;;;€ 17.790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2640;2640;Toyota Corolla 1.4 16v VVT-i Linea Terra 2004 Manual 4 doors specs;"2004 - 2005
4 doors, Sedan";;€ 19.790;n/a;€ 115 - € 128;4-doors, sedan;5 speed manual transmission;front;fuel engine;gasoline;71 kw (97 hp);71;185 km/h;12,0 s;n.b.;4, in line;4;1398 cc;79,0 x 71,3 mm;10,5 :1;8,4 l/100km;5,7 l/100km;;159 g/km;g;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,31:1;0,97:1;0,82:1;1115 kg;540 kg;1655 kg;- kg;- kg;437 l;;;1470 mm;;4410 mm;1710 mm;2600 mm;1480 mm;;;;;;****;yes;yes;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;€ 330;15.000 km / 1 year;3 year, 100000 km;12 year;€ 19.790;;;;;;;;;€ 233;€ 38;€ 45;€ 171;€ 47;;;€ 19.790;€ 19.490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2641;2641;Toyota Corolla 1.3 16v VVT-i Comfort 2007 Manual 4 doors specs;"2009 - 2010
4 doors, Sedan";;€ 19.695;n/a;€ 136 - € 152;4-doors, sedan;6 speed manual transmission;front;fuel engine;gasoline;74 kw (101 hp);74;180 km/h;13,1 s;n.b.;4, in line;4;1329 cc;72,5 x 80,5 mm;11,5 :1;7,1 l/100km;4,9 l/100km;;133 g/km;d;;;;;coil springs;coil springs;yes;;;;;;1200 kg;535 kg;1735 kg;- kg;- kg;450-750 l;;;1470 mm;;4540 mm;1760 mm;2600 mm;1525 mm;;;;;;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;€ 250;n/a;yes(adjustable);n/a;n/a;n/a;n/a;15.000 km / 1 year;3 year, 100000 km;12 year;€ 19.695;;;€ 19.695;€ 19.250;;;;€ 3.300;€ 225;€ 45;€ 47;€ 145;€ 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2642;2642;Toyota Corolla Combi 1300 1980 Manual 3 doors specs;"1980 - 1982
3 doors, Station wagon";;€ 7.258;n/a;€ 55 - € 61;3-doors, station wagon;4 speed manual transmission;rear;fuel engine;gasoline;44 kw (60 hp);44;150 km/h;13,8 s;n.b.;4, in line;2;1290 cc;75,0 x 73,0 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;;;;;;845 kg;535 kg;1380 kg;- kg;- kg;- l;;;1390 mm;;4105 mm;1610 mm;2400 mm;1320 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 7.258;;;;;;;;;€ 62;€ 0;€ 23;€ 215;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2643;2643;Toyota Corolla Combi 1.3 1982 Manual 3 doors specs;"1982 - 1983
3 doors, Station wagon";;€ 7.828;n/a;€ 55 - € 61;3-doors, station wagon;4 speed manual transmission;rear;fuel engine;gasoline;44 kw (60 hp);44;150 km/h;13,8 s;n.b.;4, in line;2;1290 cc;75,0 x 73,0 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;;;;;;845 kg;535 kg;1380 kg;- kg;- kg;- l;;;1390 mm;;4105 mm;1610 mm;2400 mm;1320 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 7.828;;;;;;;;;€ 65;€ 0;€ 24;€ 215;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2644;2644;Toyota Corolla Combi 1300 1980 Manual 5 doors specs;"1980 - 1982
5 doors, Station wagon";;€ 7.496;n/a;€ 72 - € 80;5-doors, station wagon;4 speed manual transmission;rear;fuel engine;gasoline;44 kw (60 hp);44;150 km/h;13,8 s;n.b.;4, in line;2;1290 cc;75,0 x 73,0 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;;;;;;865 kg;515 kg;1380 kg;- kg;- kg;- l;;;1390 mm;;4105 mm;1610 mm;2400 mm;1320 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 7.496;;;;;;;;;€ 62;€ 0;€ 24;€ 215;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2645;2645;Toyota Corolla Combi 1.3 1982 Manual 5 doors specs;"1982 - 1983
5 doors, Station wagon";;€ 8.077;n/a;€ 55 - € 61;5-doors, station wagon;4 speed manual transmission;rear;fuel engine;gasoline;44 kw (60 hp);44;150 km/h;13,8 s;n.b.;4, in line;2;1290 cc;75,0 x 73,0 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;;;;;;845 kg;535 kg;1380 kg;- kg;- kg;- l;;;1390 mm;;4105 mm;1610 mm;2400 mm;1320 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 8.077;;;;;;;;;€ 68;€ 0;€ 24;€ 215;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2646;2646;Toyota Corolla Combi 1.3 DX 1984 Manual 5 doors specs;"1984 - 1987
5 doors, Station wagon";;€ 10.253;n/a;€ 72 - € 80;5-doors, station wagon;4 speed manual transmission;rear;fuel engine;gasoline;48 kw (65 hp);48;155 km/h;14,6 s;n.b.;4, in line;2;1290 cc;75,0 x 73,0 mm;9,5 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;;;;;;890 kg;510 kg;1400 kg;- kg;- kg;- l;;;1390 mm;;4190 mm;1610 mm;2400 mm;1335 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;2 year, unlimited;6 year;€ 10.253;;;;;;;;;€ 109;€ 0;€ 28;€ 193;€ 40;;;;;;;;;;;;;;;;;;€ 9.073;;;;;€ 10.253;€ 9.436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2647;2647;Toyota Corolla Stationwagon 1.3 XL 1988 Manual 5 doors specs;"1988 - 1990
5 doors, Station wagon";;€ 12.454;n/a;€ 72 - € 80;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;55 kw (75 hp);55;160 km/h;11,7 s;n.b.;4, in line;3;1295 cc;73,0 x 77,4 mm;9,5 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;no;;;;;;937 kg;508 kg;1445 kg;- kg;- kg;- l;;;1425 mm;;4205 mm;1655 mm;2430 mm;1430 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 12.454;;;;;;;;;€ 143;€ 0;€ 32;€ 182;€ 40;;;;;;;;;;;;;;;;;;;;;€ 12.341;€ 11.978;;;;;;;;;;;;;;;€ 12.454;;;;;;;;;;;;;;;;;;;;;
2648;2648;Toyota Corolla Stationwagon 1.3 I Spirit 1992 Manual 5 doors specs;"1995 - 1995
5 doors, Station wagon";;€ 15.179;n/a;€ 93 - € 104;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;65 kw (88 hp);65;175 km/h;11,5 s;n.b.;4, in line;4;1332 cc;74,0 x 77,4 mm;9,8 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,31:1;0,97:1;0,82:1;1021 kg;534 kg;1555 kg;- kg;- kg;394-1340 l;;;1425 mm;;4260 mm;1685 mm;2465 mm;1460 mm;;;;;;not tested;€ 1.359;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 15.179;;;;;;;;;€ 162;€ 0;€ 37;€ 191;€ 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 15.179;;;;;;;;;;;;;;;;;;;;;;;;;;
2649;2649;Toyota Corolla Wagon 1.3 Linea Terra 1997 Manual 5 doors specs;"1997 - 2000
5 doors, Station wagon";;€ 15.425;n/a;€ 93 - € 104;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;63 kw (86 hp);63;175 km/h;12,5 s;n.b.;4, in line;4;1332 cc;74,0 x 77,4 mm;10,0 :1;8,9 l/100km;6,1 l/100km;;170 g/km;g;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,31:1;0,97:1;0,82:1;1050 kg;565 kg;1615 kg;- kg;- kg;308 l;;;1445 mm;;4320 mm;1690 mm;2465 mm;1460 mm;;;;;;not tested;yes (since 9/1998);n/a;n/a;n/a;no;no;n/a;n/a;no;yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 15.425;;;;;;;;;€ 167;€ 31;€ 38;€ 181;€ 45;;;;;;;;;;;;;;;;;;;;;;;;;€ 15.424;€ 15.424;€ 15.425;€ 15.424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2650;2650;Toyota Corolla Wagon 1.6 16v VVT-i Linea Terra 2000 Manual 5 doors specs;"2000 - 2002
5 doors, Station wagon";;€ 16.495;n/a;€ 115 - € 128;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;81 kw (110 hp);81;195 km/h;10,0 s;n.b.;4, in line;4;1598 cc;79,0 x 81,5 mm;n.b.;9,3 l/100km;6,1 l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,17:1;1,90:1;1,31:1;0,97:1;0,82:1;1075 kg;575 kg;1650 kg;- kg;- kg;308 l;;;1445 mm;;4340 mm;1690 mm;2465 mm;1460 mm;;;;;;not tested;yes;yes;n/a;n/a;no;no;n/a;n/a;no;yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;€ 318;10.000 km / 1 year;3 year, unlimited;6 year;€ 16.495;;;;;;;;;€ 185;€ 0;€ 40;€ 183;€ 45;;;;;;;;;;;;€ 16.495;€ 17.854;;;;;;;;;;;;;;€ 16.785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2651;2651;Toyota Corolla Wagon 1.4 16v VVT-i 2002 Manual 5 doors specs;"2002 - 2004
5 doors, Station wagon";;€ 16.490;n/a;€ 136 - € 152;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;71 kw (97 hp);71;185 km/h;12,0 s;n.b.;4, in line;4;1398 cc;79,0 x 71,3 mm;10,5 :1;8,4 l/100km;5,8 l/100km;;160 g/km;g;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,31:1;0,97:1;0,82:1;1165 kg;490 kg;1655 kg;- kg;- kg;402-1480 l;910 mm / 1590;;1500 mm;600 mm;4385 mm;1710 mm;2600 mm;1490 mm;850-1070 mm;;600 mm;480 mm;;****;yes;yes;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;€ 330;15.000 km / 1 year;3 year, unlimited;12 year;€ 16.490;;;;;;;;;€ 183;€ 45;€ 41;€ 171;€ 45;;;;€ 16.490;;;;;;;€ 16.290;€ 17.290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2652;2652;Toyota Corolla Wagon 1.4 16v VVT-i Linea Terra 2004 Manual 5 doors specs;"2004 - 2005
5 doors, Station wagon";;€ 20.150;n/a;€ 136 - € 152;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;71 kw (97 hp);71;185 km/h;12,0 s;n.b.;4, in line;4;1398 cc;79,0 x 71,3 mm;10,5 :1;8,4 l/100km;5,8 l/100km;;160 g/km;g;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,31:1;0,97:1;0,82:1;1170 kg;485 kg;1655 kg;- kg;- kg;402-1480 l;980 mm / 1610;920 mm / -;1500 mm;600 mm;4410 mm;1710 mm;2600 mm;1480 mm;900-1100 mm;935-990 mm;620 mm;510 mm;540 mm;****;yes;yes;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;€ 330;15.000 km / 1 year;3 year, 100000 km;12 year;€ 20.150;;;;;;;;;€ 228;€ 45;€ 47;€ 171;€ 47;;;€ 20.150;€ 19.850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2653;2653;Toyota Corolla Coupe 1.6i GT 1983 Manual 2 doors specs;"1983 - 1987
2 doors, Coupe";;€ 16.788;n/a;€ 72 - € 80;2-doors, coupé;5 speed manual transmission;front;fuel engine;gasoline;91 kw (124 hp);91;200 km/h;8,9 s;n.b.;4, in line;4;1587 cc;81,0 x 77,0 mm;10,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;950 kg;450 kg;1400 kg;- kg;- kg;345 l;;;1335 mm;;4180 mm;1625 mm;2400 mm;1355 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes(driver);yes(driver);n/a;n/a;n/a;yes;yes;n/a;n/a;n/a;variabel / 1 year;2 year, unlimited;6 year;€ 16.788;;;;;;;;;€ 175;€ 0;€ 39;€ 213;€ 45;;;;;;;;;;;;;;;;;;€ 14.065;;;;;€ 16.788;€ 15.426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2654;2654;Toyota Corolla Coupe 1.3 DX 1982 Manual 3 doors specs;"1982 - 1983
3 doors, Coupe";;€ 8.781;n/a;€ 72 - € 80;3-doors, coupé;4 speed manual transmission;rear;fuel engine;gasoline;44 kw (60 hp);44;150 km/h;13,8 s;n.b.;4, in line;2;1290 cc;75,0 x 73,0 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;872 kg;448 kg;1320 kg;- kg;- kg;- l;;;1335 mm;;4105 mm;1625 mm;2400 mm;1320 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 8.781;;;;;;;;;€ 75;€ 0;€ 26;€ 215;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2655;2655;Toyota Corolla Verso 1.6 16v VVT-i Linea Terra 2002 Manual 5 doors specs;"2002 - 2004
5 doors, MPV";;€ 21.990;n/a;€ 136 - € 152;5-doors, mpv;5 speed manual transmission;front;fuel engine;gasoline;81 kw (110 hp);81;180 km/h;11,3 s;n.b.;4, in line;4;1598 cc;79,0 x 81,5 mm;10,5 :1;9,4 l/100km;6,2 l/100km;;174 g/km;g;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,31:1;0,97:1;0,82:1;1195 kg;500 kg;1695 kg;- kg;- kg;417-1760 l;850 mm / -;;1610 mm;600 mm;4240 mm;1705 mm;2600 mm;1480 mm;905-1110 mm;;610 mm;500 mm;;not tested;yes;yes;n/a;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;€ 330;15.000 km / 1 year;3 year, unlimited;12 year;€ 21.990;;;;;;;;;€ 235;€ 45;€ 50;€ 189;€ 47;;;;€ 21.990;;;;;;;€ 21.790;€ 21.550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2656;2656;Toyota Corolla Verso 1.6 16v VVT-i 2004 Manual 5 doors specs;"2004 - 2007
5 doors, MPV";;€ 22.650;n/a;€ 157 - € 176;5-doors, mpv;5 speed manual transmission;front;fuel engine;gasoline;81 kw (110 hp);81;175 km/h;12,7 s;7,4 l/100km (1);4, in line;4;1598 cc;79,0 x 81,5 mm;10,5 :1;9,5 l/100km;6,4 l/100km;;178 g/km;g;;;;;coil springs;coil springs;yes;3,55:1;1,90:1;1,39:1;1,03:1;0,82:1;1320 kg;715 kg;2035 kg;- kg;- kg;423-1563 l;860 mm / 1720;1060 mm / -;1620 mm;660 mm;4360 mm;1770 mm;2750 mm;1505 mm;910-1120 mm;1025-1085 mm;610 mm;470 mm;590 mm;*****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(best. & pass.);n/a;n/a;n/a;n/a;yes(adjustable);n/a;n/a;n/a;€ 330;15.000 km / 1 year;3 year, 100000 km;12 year;€ 22.650;;;;;;;;;€ 243;€ 52;€ 53;€ 191;€ 51;€ 22.125;€ 21.990;€ 22.590;€ 22.290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2657;2657;Toyota Funcruiser 2.0i 1994 Manual 3 doors specs;"1994 - 1998
3 doors, SUV";;€ 23.229;n/a;€ 115 - € 128;3-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;95 kw (129 hp);95;170 km/h;10,1 s;10,0 l/100km (1);4, in line;4;1998 cc;86,0 x 86,0 mm;9,8 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,83:1;1,91:1;1,26:1;0,92:1;0,78:1;1150 kg;415 kg;1565 kg;- kg;- kg;173-520 l;;;1655 mm;;3705 mm;1695 mm;2200 mm;1460 mm;;;;;;not tested;€ 2.267;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 23.229;;;;;;;;;€ 221;€ 0;€ 51;€ 251;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;€ 23.229;€ 23.229;;;;;€ 22.530;€ 22.140;€ 21.323;;;;;;;;;;;;;;;;;;;;;;;;;
2658;2658;Toyota Funcruiser Hardtop 2.0i 1998 Manual 3 doors specs;"1998 - 2000
3 doors, SUV";;€ 21.775;n/a;€ 136 - € 152;3-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;94 kw (128 hp);94;170 km/h;10,1 s;n.b.;4, in line;4;1998 cc;86,0 x 86,0 mm;9,8 :1;12,5 l/100km;7,9 l/100km;;229 g/km;g;;;;;coil springs;coil springs;yes;3,83:1;1,91:1;1,26:1;0,92:1;0,78:1;1175 kg;465 kg;1640 kg;- kg;- kg;173-520 l;0 mm / -;;1655 mm;530 mm;3705 mm;1695 mm;2200 mm;1460 mm;;;;;;not tested;€ 770;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;€ 1.360;n/a;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 21.775;;;;;;;;;€ 206;€ 45;€ 49;€ 245;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;€ 24.046;;€ 21.775;€ 24.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2659;2659;Toyota Funcruiser Softtop 2.0i 1998 Manual 3 doors specs;"1998 - 2000
3 doors, SUV";;€ 23.410;n/a;€ 136 - € 152;3-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;94 kw (128 hp);94;170 km/h;10,8 s;n.b.;4;4;1998 cc;86,0 x 86,0 mm;9,8 :1;12,5 l/100km;7,9 l/100km;;229 g/km;g;;;;;coil springs;coil springs;yes;3,83:1;1,91:1;1,26:1;0,92:1;0,78:1;1185 kg;455 kg;1640 kg;- kg;- kg;173-520 l;0 mm / -;;1660 mm;530 mm;3715 mm;1695 mm;2200 mm;1460 mm;;;;;;not tested;€ 770;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;€ 1.360;n/a;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 23.410;;;;;;;;;€ 223;€ 45;€ 52;€ 245;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;€ 25.679;;€ 23.410;€ 25.679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2660;2660;Toyota Funcruiser Wagon 2.0i SR 1995 Manual 5 doors specs;"1995 - 1998
5 doors, SUV";;€ 26.886;n/a;€ 136 - € 152;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;95 kw (129 hp);95;170 km/h;10,4 s;n.b.;4;4;1998 cc;86,0 x 86,0 mm;9,8 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,83:1;1,91:1;1,26:1;0,92:1;0,78:1;1224 kg;486 kg;1710 kg;- kg;- kg;410 l;;;1655 mm;;4115 mm;1695 mm;2410 mm;1460 mm;;;;;;not tested;€ 2.267;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;yes;€ 1.339;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 26.886;;;;;;;;;€ 262;€ 0;€ 57;€ 251;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;€ 26.886;€ 26.886;;;;;€ 26.297;€ 26.297;;;;;;;;;;;;;;;;;;;;;;;;;;
2661;2661;Toyota Funcruiser Wagon 2.0i 1998 Manual 5 doors specs;"1998 - 2000
5 doors, SUV";;€ 24.045;n/a;€ 136 - € 152;5-doors, suv/crossover;5 speed manual transmission;front+rear;fuel engine;gasoline;94 kw (128 hp);94;170 km/h;10,4 s;n.b.;4, in line;4;1998 cc;86,0 x 86,0 mm;9,8 :1;12,5 l/100km;7,9 l/100km;;229 g/km;g;;;;;coil springs;coil springs;yes;3,83:1;1,91:1;1,26:1;0,92:1;0,78:1;1240 kg;530 kg;1770 kg;- kg;- kg;410 l;;;1655 mm;;4115 mm;1695 mm;2410 mm;1460 mm;;;;;;not tested;€ 770;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front & rear);n/a;n/a;n/a;n/a;n/a;yes;€ 1.360;n/a;n/a;n/a;10.000 km / 1 year;3 year, unlimited;6 year;€ 24.045;;;;;;;;;€ 232;€ 45;€ 53;€ 245;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;€ 27.041;;€ 24.045;€ 27.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
